"no","answer","question","option1","option2","option3","option4"
"684","4","一般所稱財務報表，通常包含：A.綜合損益表B.權益變動表C.資產負債表D.現金流量表，下列何者正確？","(1)AC","(2)BC","(3)CD","(4)ABCD"
"685","3","下列何者屬企業在某一特定時日之靜態財務報表？","(1)綜合損益表","(2)權益變動表","(3)資產負債表","(4)現金流量表"
"686","3","會計基本方程式，又稱會計恆等式，是一切會計原理的基礎，下列敘述何者正確？","(1)股東權益=負債","(2)收入=淨利","(3)資產=負債+股東權益","(4)資產=負債"
"687","2","流動比率用以測試企業短期償債能力，通常愈高愈好，下列何者正確？","(1)負債/股東權益","(2)流動資產/流動負債","(3)速動資產/流動負債","(4)股東權益/資產"
"688","4","獲利能力之計算分析比率下列何者錯誤？","(1)淨值收益率","(2)營業淨利率","(3)稅前淨利率","(4)淨現金週期"
"689","4","有關速動比率，下列敘述何者錯誤？","(1)速動比率用以測度企業最短期間之償債能力，又稱酸性測驗比率","(2)速動比率=速動資產/流動負債","(3)速動比率愈高表示緊急償債能力愈強","(4)速動資產包括現金及約當現金、應收款項、存貨、金融資產-流動"
"690","3","存貨週轉率係屬下列何種財務分析？","(1)財務結構分析","(2)償債能力分析","(3)經營能力分析","(4)獲利能力分析"
"691","1","辦理徵信作業，對不使用之信用資訊表，於銷毀前，應於何種登記簿登記，由企金負責人保管並列入移交？","(1)文件銷毀登記簿","(2)文件控管登記簿","(3)查詢銷毀登記簿","(4)查詢控管登記簿"
"692","2","編制現金流量表時，下列何者屬於企業之營業活動？","(1)購買庫藏股","(2)存貨增加","(3)取得固定資產","(4)舉借債務"
"693","1","有關聯徵信用資訊查詢，下列敘述何者正確？","(1)應取得借款人查詢聯徵信用資訊同意之意思表示或契約或類似契約，且查詢當時應符合授信目的","(2)授信案件未准貸，為怕機密外洩，借款人之聯徵信用資訊查詢書面同意書應馬上銷毀","(3)借款人是行員的兄弟，所查詢之信用資訊得告知行員配偶","(4)應取得借款人查詢聯徵信用資訊同意之意思表示，不得以電子文件為之"
"694","3","下列哪一項比率，不能衡量一個企業資產運用的效率？","(1)固定資產週轉率","(2)總資產週轉率","(3)淨值收益率","(4)存貨週轉率"
"695","2","現金流量表是顯示企業在某一特定期間內，何種活動之現金流入流出情形？A.營業活動B.投資活動C.籌資活動","(1)AC","(2)ABC","(3)AB","(4)BC"
"696","3","公司舉借長債並償還短債，此種財務操作對公司的營運資金及流動比率有何影響？","(1)僅營運資金降低","(2)僅營運資金增加","(3)營運資金及流動比率皆上升","(4)營運資金及流動比率皆下降"
"697","3","下列何項比率主要用於經營能力之分析？A.淨值收益率B.存貨週轉率C.淨現金週期D.應收款項週轉率","(1)AC","(2)ABC","(3)BCD","(4)BC"
"698","4","查詢擔保物提供人(未擔任保證人)之信用資訊查詢理由為何？","(1)其他-放款業務-取得當事人書面同意","(2)原業務往來-其他授信業務-取得當事人書面同意","(3)原業務往來-放款業務-取得當事人書面同意","(4)其他-其他-取得當事人書面同意"
"699","2","向聯合徵信中心查詢授信戶負責人(未擔任保證人)之信用資訊時，其查詢理由為何？","(1)新業務往來-放款業務-取得當事人書面同意","(2)其他-其他-取得當事人書面同意","(3)其他-放款業務-取得當事人書面同意","(4)原業務往來-其他授信業務-取得當事人書面同意"
"700","4","受指定查詢信用資訊人員異動或更換時，安控員應列印SmartCredit系統之「信用資訊查詢人員授權表」，並指定相關負責人保管，下列敘述何者正確？","(1)證券經紀商由前臺負責人保管","(2)營業單位由個金負責人保管","(3)區營運處由企業金融組組長保管","(4)總行各處由各查詢單位科長保管"
"701","1","依據本行信用資訊查詢作業控管要點，下列敘述何者錯誤？","(1)使用SmartCredit整合查詢系統之單位，每週應於「報表管理系統」列印前一週之信用資訊查詢清單。","(2)信用資訊查詢清單，需經各該當查詢經辦、負責人逐筆核閱後存查。","(3)電腦螢幕顯示及列印之信用資訊表應有本行代號之電子浮水印標識。","(4)使用FTP/STS系統或晶片卡查詢時，查詢人員、調閱人員及負責人應於列印之信用資訊表蓋章，以供查證。"
"702","1","辦理聯徵中心信用資訊查詢之人員，需經何者指定？非經指定者，嚴禁擅自進行查詢。","(1)單位主管","(2)作業主管","(3)企業金融主管","(4)個人金融主管"
"703","3","有關財團法人金融聯合徵信中心信用資訊查詢作業，下列敘述何者錯誤？","(1)辦理衍生性金融商品業務，如查詢對象僅申請衍生性金融商品額度者，僅得查詢標準產品C05、C06，不得查詢該戶聯徵中心授信資料","(2)如賣方僅申請無追索權應收帳款承購額度者，僅得查詢標準產品B55、T03，不得查詢該戶聯徵中心授信資料","(3)對於非屬授信戶之關係人、或於法律或授信契約上對授信金融機構無清償債務責任之當事人，只要取得當事人同意，即可查詢其信用資訊","(4)查詢勞工退休準備金相關資訊，應取得被查詢當事人同意，並於同意書內向當事人明示查詢項目後方得查詢"
"704","4","使用聯徵中心信用資訊查詢單位之自行查核負責人，應於每月        日起至本行SmartCredit整合查詢系統列印聯徵中心W20定期性指定項目會員自行查核工作底稿。","(1)5","(2)10","(3)20","(4)25"
"705","1","客戶申請衍生性金融商品額度，聯徵信用資訊查詢理由點選方式何者正確？","(1)第一層：新業務申請/原業務往來；第二層：衍生性金融商品業務；第三層：取得當事人書面同意","(2)第一層：其他；第二層：其他；第三層：取得當事人書面同意","(3)第一層：新業務申請/原業務往來；第二層：放款業務；第三層：取得當事人書面同意","(4)第一層：其他；第二層：衍生性金融商品業務；第三層：取得當事人書面同意"
"706","1","本行的內部企業信用評等之應用，下列敘述何者錯誤？","(1)企業評等可取代對借戶之信用風險分析","(2)計算資本計提","(3)授信資產組合及信用風險管理","(4)授信審核之權限、額度、訂價及資產配置等管理"
"707","4","信用風險評估是連續性的，原則上可隨年度審核進行，惟至少多久評估1次？","(1)3個月","(2)半年","(3)9個月","(4)1年"
"708","2","企業信用評等系統為本行針對客戶違約風險所發展之內部衡量工具，其衡量對象為下列何者？","(1)特定債務","(2)債務人","(3)保證人","(4)擔保物提供人"
"709","1","A客戶(非新設立或新往來)在本行之個別評等為第10等，若A客戶之母公司評等為第11等，則A客戶的評等為何？","(1)第11等","(2)第10等","(3)第9等","(4)第8等"
"710","2","依本行信用評等的規範，借戶風險已超越危險區域，可能有不能履行債務之虞，但預估本行將不會因此產生任何損失，則至少會歸屬於何等級？","(1)17等","(2)18等","(3)19等","(4)20等"
"711","4","依本行「企業信用評等作業規範」規定，信用評等案件若需複決，是由那一單位負責決議最終等級？","(1)總行放款審議委員會","(2)區域審核中心放款審議委員會","(3)總行信用評等委員會","(4)視授信案件的權限歸屬，分別由營業單位主管、總行或區域審核中心之信用評等委員會進行"
"712","2","依本行企業信用評等作業規範規定，對於新設立之授信戶(最新一年度之財務資料未涵蓋一完整年度者)，系統預設之評等應為幾等？","(1)14等","(2)15等","(3)16等","(4)17等"
"713","1","新往來之授信戶，最新一個完整年度之財務資料顯示淨值為負數時，其信用評等應為幾等？","(1)15等","(2)16等","(3)17等","(4)18等"
"714","4","對企業信用評等作業之敘述，下列何者正確？","(1)年審完畢後在下一次年度審核前，評等都不可改變","(2)為了避免影響單位業績，盡量把19等之授信戶複決為15等","(3)信用評等等級是准駁的唯一依據","(4)應隨時注意授信戶營運及財務之變化，進行評等等級之更新"
"715","3","下列各類企業授信戶何者無需於每年7月31日前完成評等更新作業？","(1)授信戶於1月至5月間以會計師出具之聲明書代替財簽提出授信申請之案件","(2)授信戶為上市、上櫃之公司","(3)授信戶會計年度為4月1日至3月31日之非曆年制公司","(4)授信戶為公開發行公司"
"716","3","企業信用評等模型係衡量客戶未來一年度之何種情況？","(1)還款能力","(2)獲利能力","(3)違約機率","(4)營運成長力"
"717","3","針對本行企業信用評等等級之敘述，下列何者錯誤？","(1)1至17等為正常放款等級","(2)16至17等為觀察名單","(3)18等為異常(substandard)之等級","(4)18至21等為問題放款等級"
"718","4","若借戶於本行還本付息天數已逾期超過90天以上，則其信用評等歸屬於何種等級？","(1)17等","(2)18等","(3)19等","(4)20等"
"719","1","下列何者非屬授信戶信用評等需強制調降為第18等級之情況？","(1)目前仍履行債務，但有強烈徵兆顯示財務及信用狀況已出現惡化情形","(2)還本付息已出現8-30天的延滯","(3)出現退票(含清償註記)之情形","(4)已進行協議攤還，目前為正常協議戶"
"720","4","會計年度非曆年制之授信戶，其評等更新期限應為會計年度迄日後幾個月內完成評等更新作業？","(1)三個月","(2)四個月","(3)五個月","(4)六個月"
"721","4","依本行「企業信用評等作業規範」規定，在複決作業中，系統操作者「建議評等」與「模型評等」相較，最多能相差幾等級？","(1)3等","(2)2等","(3)1等","(4)無限制"
"722","2","若借戶還本付息已出現31-90天的延滯且財產已遭債權人行使抵銷，採取假扣押、假處分或其他保全措施，則依本行信評規定至少會歸屬於何等級？","(1)18等","(2)19等","(3)20等","(4)21等"
"723","1","當帳戶管理員或審核員任一方不同意信用評等之模型評等，其建議評等與模型評等相差幾等(含)以上時，即可提出評等複決？","(1)一等","(2)二等","(3)三等","(4)四等"
"724","4","下列何者未使用到本行信用評等等級？","(1)「彰化銀行辦理覆審工作注意事項」","(2)「彰化銀行辦理新臺幣短天期授信固定利率訂價標準」","(3)「彰化銀行與客戶間從事衍生性金融商品風險額度審核權限表」","(4)以上皆使用到信用評等等級"
"725","1","依「彰化銀行客戶信用貶落通告管控指標注意事項」，當客戶觸及下列那一項管控指時，系統將自動「凍結」客戶於本行之額度?","(1)I01授信戶在本行有退票(存款不足或簽章不符)1張以上或已有拒絕往來","(2)A01授信戶信用查詢有票據拒往紀錄","(3)I03授信戶在本行之授信，有本金或利息逾期超逾7日以上","(4)D07受監護宣告"
"726","2","依「彰化銀行客戶信用貶落通告管控指標注意事項」，辦理各業務系統之授信額度動撥時，得直接連結或至企業內部網站查詢結果，所稱業務系統不包括下列何者?","(1)核心帳務系統","(2)信用卡系統","(3)電子信用狀系統","(4)應收帳款承購系統"
"727","3","下列何者非「大陸地區高風險產業」管控之行業別?","(1)租賃","(2)房地產","(3)批發零售","(4)水泥"
"728","4","為管控「大陸地區高風險產業」之限額，營業單位須於取得授信額度確認書後，始得辦理授信申請作業，所稱授信申請不包含下列何者?","(1)新戶往來","(2)年度審核","(3)授信變更-增貸","(4)以利費率變更申請書申請利費率變更"
"729","4","現行ELOAN徵信管理系統之財務報表遞送單,可供選擇之行業類別有那幾類？A.一般行業B.證券業C.金控銀行業","(1)AB","(2)AC","(3)BC","(4)ABC"
"730","1","為提升租賃業分析之攸關性，對於從事融資性租賃、分期付款、放款及應收帳款收買等業務租賃業進行財務評估時，應包含下列哪些事項？A.重要會計項目分析B.資金來源去路分析C.應收款項收益率分析","(1)ABC","(2)AB","(3)BC","(4)AC"
"731","3","現行我國一般非公開發行之中小企業及商號，所遵循之一般公認會計原則為何？公開發行公司之一般公認會計原則又為何？","(1)財務會計準則及其解釋;國際財務報導準則及其解釋","(2)國際編製準則及其解釋;國際財務報導準則及其解釋","(3)企業會計準則及其解釋;國際財務報導準則及其解釋","(4)皆為國際財務報導準則及其解釋"
"732","1","營業單位辦理徵信時，需查詢聯徵中心何項資訊，並與授信戶提供財務報表列示金融機構借款數字進行核對，以確認財務數字之合理性？","(1)B06企業借款餘額變動資訊","(2)B28新增授信及清償資訊-行庫別","(3)F04企業財務報表審計資訊","(4)J02企業綜合信用資訊"
"733","4","針對進口三角貿易案件，若徵提非正式提單者，承作時應注意事項下列何者為是?","(1)留意交易模式之合理性","(2)留意信用調查表上下游廠商往來狀況","(3)留意廠商款項匯出入情形","(4)以上皆是"
"734","3","為提昇作業效率，徵信管理系統可連動AML系統查詢客戶之董監(理)事是否為疑似管制名單，請問何者非必要查詢之對象?","(1)獨立董事","(2)董事","(3)總經理","(4)監事"
"735","4","「T70金融機構介接查調證券商授信業務負面信用資料」:資料範圍為證券商信用交易業務、證券業務借貸款項、不限用途款項借貸等授信業務之負面資料，請問下列何項業務不得查詢？","(1)辦理透支業務","(2)辦理保證業務","(3)辦理承兌業務","(4)辦理信用卡業務"
"736","1","銀行公會會員徵信準則第十八條第(四)款規定，企業財簽出具期限係配合下列何者而訂定?","(1)政府規定企業營利事業所得稅申報期限","(2)政府規定企業營業稅申報期限","(3)依公司法規定","(4)以上皆非"
"737","4","金融機構總授信金額            （含）以下，且申請青年創業及啟動金貸款、紓困專案貸款、中小企業小額貸款專案合計申貸總金額            （含）以下者，企業得免編製信用調查表，空格依序為?","(1)1500萬;600萬","(2)300萬;50萬","(3)500萬;30萬","(4)600萬;100萬"
"738","3","下列何者為「彰化銀行企業授信預警制度作業規範」應適用範圍?","(1)政府機關、公營事業","(2)授信靜止戶","(3)授信戶且支票存款發生拒往","(4)在本行之授信往來，僅有商務卡或出口押匯業務往來者"
"739","1","企業授信預警制度，為利檢核及風險區隔，將預警戶依風險程度區分為下列何者?","(1)觀察戶、警示戶","(2)低風險戶、中風險戶、高風險戶","(3)警戒戶、預警戶","(4)追蹤戶、列管戶"
"740","3","下列何者非「彰化銀行企業授信預警制度作業規範」之預警戶評估時點?","(1)授信戶之信用評等評為16~21等級者","(2)授信戶支票存款往來發生退票","(3)進行授信戶財務分析時，稅前虧損較前一年度嚴重衰退達200%以上","(4)授信戶、負責人或關係戶等有負面訊息"
"741","3","依「彰化銀行企業授信預警制度作業規範」之評估作業流程，應於收到訊息後幾個營業日內完成預警戶評估?","(1)1日","(2)3日","(3)5日","(4)7日"
"742","1","企業戶信用調查表之不動產資料中，土地及建物總價合計係依下列何者資料引進？","(1)企業之財簽或報稅資料","(2)擔保品管理系統","(3)內政部不動產交易實價查詢服務網","(4)公告現值(土地)及重置時值(建物)"
"743","4","有關個人戶信用調查表之「不動產資料登錄」事項，下列敘述何者為非？","(1)不動產價格可自擔保品管理系統引入","(2)不動產價格可依公告現值(土地)及重置時值(建物)輸入","(3)依客戶提供之不動產資料申請謄本","(4)不需於附註中揭露不動產已被查封之情形"
"744","1","若授信戶原有額度已全數清償且無可動用額度，營業單位辦理該戶授信申請時，SmartCredit整合查詢系統查詢理由第一層應點選哪一項？","(1)新業務","(2)原業務往來資料尚未報送","(3)原業務","(4)其他"
"745","2","新授信案件申請時已查詢聯徵信用資料，因補資料需重新查詢最新資訊時，SmartCredit整合查詢系統查詢理由第一層應點選哪一項?","(1)原業務往來資料尚未報送","(2)新業務","(3)其他","(4)原業務"
"746","4","徵提借戶預估財務報表時應注意那些事項?","(1)前一年度期末現金及約當現金是否與本年度期初現金及約當現金相符","(2)預估財務報表編製基礎是否允當","(3)預估財務報表編製年度是否有涵蓋借款期間","(4)以上皆是"
"747","4","預估年度財報數字與實際年度財報數字差異過大時，下列處理方式何者為是?","(1)洽客戶瞭解原因","(2)請客戶重新編製預估財報","(3)請客戶提供差異說明","(4)以上皆是"
"748","4","依據中華民國銀行公會徵信準則之規定，授信戶新年度會計師財務報表查核報告及關係企業三書表如未能於會計年度結束五個月內提出，遇有下列那些情況時，得先依據其提供之暫結報表或決算報表予以分析，惟應徵提會計師聲明書，且授信戶應於期限內補送會計師查核報告。","(1)授信案展期","(2)續約","(3)申請新案","(4)以上皆是"
"749","3","有關授信申請應注意事項，下列敘述何者錯誤？","(1)授信申請時應說明授信戶之進銷貨廠商、交易條件等業務狀況","(2)負債比率過高且有鉅額銀行借款者，應說明授信戶償債計劃","(3)淨值低於實收資本額1/2以上者，已徵提股東會具體改善財務結構計劃之決議錄，後續免再追蹤其改善財務結構情形","(4)獲利能力倘受匯兌損益影響甚鉅，應評估授信戶匯兌風險承擔能力"
"750","3","下列哪種情形於SmartCredit整合查詢系統查詢理由第一層應點選新業務往來？A.首次申請授信業務往來，B.靜止戶恢復往來，重新申請額度，C.未作保之擔保物提供人，D.新徵提之保證人","(1)ACD","(2)BCD","(3)ABD","(4)ABC"
"751","2","有關聯徵信用資訊之利用，下列敘述何者正確？A.應符合授信目的或金融管理法令遵循目的，B.不得利用於授信目的以外之行銷，C.得利用自聯徵查得客戶信用資訊辦理行銷，D.為展業需要得查詢聯徵信用資訊","(1)AD","(2)AB","(3)CD","(4)AC"
"752","1","依銀行法第72條規定，商業銀行辦理中期放款總餘額，不得超過其所收何種存款之總餘額？","(1)定期存款","(2)活期存款","(3)活期儲蓄存款","(4)外匯存款"
"753","3","依本行「辦理銀行法第72條限額管理作業程序」，當承作比率達多少比率時，即應啟動管理機制？","(1)0.7","(2)0.8","(3)0.85","(4)0.9"
"754","2","同一法人除受「銀行法第33條之3授權規定事項辦法」之限制外，就下列業務範圍，依不同之評等等級，另訂有占本行淨值之最高限額比率","(1)授信總餘額；無擔保授信總餘額；授信、投資總餘額；無擔保授信、投資總餘額","(2)授信總餘額；無擔保授信總餘額；授信、投資及衍生性金融商品總餘額；無擔保授信、投資及衍生性金融商品總餘額","(3)授信總餘額；無擔保授信總餘額；授信、衍生性金融商品總餘額；無擔保授信、衍生性金融商品總餘額","(4)授信總餘額；擔保授信總餘額；授信、投資及衍生性金融商品總餘額；擔保授信、投資及衍生性金融商品總餘額"
"755","3","依「彰化銀行授信、投資及衍生性金融商品限額管理準則」，同一法人、同一集團，依不同之評等等級，另訂有占本行淨值之最高限額比率，惟不包含下列何項業務範圍?","(1)授信總餘額","(2)授信、投資及衍生性金融商品總餘額","(3)擔保授信總餘額","(4)無擔保授信總餘額"
"756","2","依據中華民國銀行公會徵信準則之規定，客戶同一性質授信(如同屬短期性)，其徵信報告完成日在多久以內者，營業單位簽報授信案時，如該企業經營無重大變動，得逕行引用原徵信報告，不再移送徵信單位重行辦理徵信。","(1)半年","(2)一年","(3)二年","(4)三年"
"757","1","辦理徵信作業，總授信金額達新臺幣三千萬者，應徵提會計師財務報表查核報告書；該「總授信金額」應包括以下何者？","(1)本行十足存款作為擔保品之額度","(2)存單質借額度","(3)出口押匯","(4)進口押匯"
"758","4","依徵信準則規定，辦理企業授信案件應索取之基本資料，得酌情免辦徵信及酌情免予索取者，下列何者為非？","(1)政府計畫性授信案件","(2)公營事業","(3)政府機關","(4)獨資事業"
"759","4","總授信達新臺幣多少金額以上，辦理中長期授信時，應另加送營運計畫、現金流量預估表、預估資產負債表及預估損益表？","(1)5千萬元","(2)1億元","(3)1億五千萬元","(4)2億元"
"760","3","依徵信準則作業規定而徵提授信戶之預估財務報表，下列何者為非？","(1)預估資產負債表","(2)預估損益表","(3)預估股東權益變動表","(4)預估現金流量表"
"761","3","得免每年辦理追蹤徵信之調查及免製作信用調查表之授信戶，係符合本行企業授信申請及額度管理作業規範第十一條中的那幾項，下列何者為非?","(1)授信戶已停業、歇業或依法訴追者(如對授信戶提起訴訟、強制執行、處分擔保品)","(2)國內營業單位授信戶僅餘中長期資本性支出、中長期週轉金擔保放款科目(不含土、建融案件)或商務卡","(3)國外營業單位(含OBU分行)授信戶僅餘中長期資本性支出放款科目(不含土、建融案件及聯貸案件)","(4)在本行僅辦理政府機關之「政策性貸款」及「紓困貸款」、本行「中小企業小額貸款專案」或本行自辦之紓困貸款，合計在本行授信總餘額新臺幣600萬元(含)以下，並獲信保基金保證八成(含)以上或授信戶自行提供十足擔保品者"
"762","1","企金AO應就企金戶，自逾期日起算幾日內，於e-Loan債權管理系統執行「借保戶及其關係戶授信往來查詢」？","(1)15日","(2)20日","(3)25日","(4)30日"
"763","1","若債務人未經事先約定，逕至分行洽商還款事宜，分行之處理方式，下列敘述何者正確？","(1)企金戶案件由企金AO或企業金融主管；個金戶或信用卡戶由個金AO或個人金融主管擔任接待窗口，與債務人初步洽談，再通知催收單位科長及該當催收法務人員接續處理","(2)因案件已移交催收單位，故應請債務人逕行與催收法務人員接洽","(3)企金戶案件應由經理擔任接待窗口","(4)請債務人在會客室稍待，並電請該當催收法務人員儘速趕來分行處理"
"764","1","依逾期放款催收款及呆帳催收作業規範，應由何人擔任企金戶逾期案件之初步催討工作？","(1)分行企金AO(帳戶管理員)","(2)分行櫃員主任","(3)LO(催收法務人員)","(4)債權管理處管制專員"
"765","3","逾期放款每戶達新臺幣多少金額(不含信用卡)以上(個金歸戶案件均為消費者擔保貸款之授信戶除外)，應填報「新發生逾期放款速報單」？","(1)1百萬元","(2)5百萬元","(3)1千萬元","(4)3千萬元"
"766","1","就企金戶逾期放款每戶達新臺幣1千萬元（不含信用卡）以上案件，本金雖未到期惟未依約繳息或攤還本息者，於超逾預定還本日或預定繳息日之第幾天內應填報速報單？","(1)8天","(2)10天","(3)12天","(4)15天"
"767","3","就個金戶逾期放款每戶達新臺幣1千萬元（不含信用卡）以上案件，若有一筆借款本金已到期，應於何時填報速報單？","(1)到期日之次日起算3天內","(2)到期日之次日起算7天內","(3)到期日之次日","(4)到期日當日"
"768","2","授信發生逾期時，企金AO定期辦理電話聯繫並提醒還款之期間為何？","(1)每日","(2)至少每7日辦理1次以上","(3)每2周","(4)每月"
"769","3","逾期放款戶應自逾期日起算，屆滿幾個月之月底前，由分行通知所屬催收單位接管？","(1)1個月","(2)2個月","(3)3個月","(4)4個月"
"770","2","逾期3天以上40天以下未繳足「最低應繳金額」，且非屬商務卡之信用卡案件，應由下列何者辦理電話催繳事宜？","(1)個金追償法務專員","(2)數位金融處客戶服務中心","(3)分行個金AO","(4)作業處"
"771","2","移送信保基金保證之案件，已到期未清償或主張視同到期時，應於幾個月內通知信保基金？","(1)1個月","(2)2個月","(3)3個月","(4)5個月"
"772","4","企金AO對借款人進行電話聯繫並提醒還款時，對已超過多少期間以上，仍無法與債務人取得聯繫之案件，應於營業單位催收小組會議中提出討論？","(1)7日","(2)10日","(3)15日","(4)1個月"
"773","3","「主張加速到期催告函」應由何人寄發？","(1)企金AO","(2)會計專員","(3)催收法務人員","(4)個金AO"
"774","1","逾期放款檔案分為「授信重要憑證卷」及「催收文書卷」，下列何者屬於「授信重要憑證卷」之文件內容？","(1)保證書","(2)抵銷函底稿","(3)經管案件催討進度及處理情形備查表","(4)新發生逾期放款催討及清理計劃表"
"775","3","逾期放款辦理協議分期償還符合一定條件，並依協議條件履行達幾個月以上，得免予列報逾期放款？","(1)1個月","(2)3個月","(3)6個月","(4)1年"
"776","4","本行對於一般逾期放款案件之轉銷呆帳，最終決議層級為何？","(1)總經理","(2)總行逾期放款清理審議委員會","(3)債權管理處債權清理委員會","(4)(常務)董事會"
"777","4","依逾期放款催收款及呆帳催收作業規範所訂，借戶發生不良徵兆之次日應填報「新發生逾期放款速報單」，下列何者非屬「不良徵兆」？","(1)借戶廠房失火已停止營業","(2)借戶使用票據發生退票","(3)借戶主要財產受其他債務人假扣押","(4)借戶於海外購置不動產"
"778","1","已屆清償期而未受清償之各項放款及其他授信款項，稱為？","(1)逾期放款","(2)催收款","(3)呆帳","(4)應收帳款"
"779","4","依逾期放款催收款及呆帳催收作業規範之規定，下列何者無須填報「新發生逾期放款速報單」？","(1)借戶發生票據退票之不良徵兆","(2)借款之本金到期未清償","(3)申請紓困","(4)借款在發生逾期之規定期限內恢復正常"
"780","1","個人授信移送農業信保基金保證之案件，於逾期屆滿幾個月內，由個金AO將案件移交催收單位辦理後續催討工作？","(1)1個月","(2)2個月","(3)3個月","(4)6個月"
"781","4","依逾期放款催收款及呆帳催收作業規範所訂，本行就催收法務人員已接管案件而尚未處分之擔保品代墊保險費後，應由何人於e-Loan擔保品管理系統完成保險資料之變更？","(1)催收單位行政專員","(2)分行個金AO","(3)分行企金AO","(4)分行放款作業專員或催收法務人員"
"782","2","若逾期放款債務人自行清償款項要求本行開立利息收據時，下列何者本行可以發給利息收據？","(1)沖償催收款項帳面本金","(2)沖償催收款項帳面利息","(3)沖償呆帳帳面本金","(4)沖償呆帳帳面費用"
"783","4","催收單位接管之案件，其清償證明、代償證明之發給，下列敘述何者錯誤？","(1)應經有權核准層級核准或全案收回","(2)由催收單位科長確認無誤","(3)以債權管理處處長名義行文，並檢附相關書類，交由分行憑以核發","(4)應經總行用印"
"784","1","本金到期未清償之企金戶/個金戶案件，應自逾期日起算多久時間內適時抵銷借保戶於本行之所有存款？","(1)1個月","(2)2個月","(3)3個月","(4)6個月"
"785","1","對於本金未到期但未依約繳付利息或未依約攤還本息之案件，應自逾期日起算多久時間內適時抵銷借保戶於本行之所有存款？","(1)3個月","(2)4個月","(3)5個月","(4)6個月"
"786","1","有關催收單位收回法院分配款、基金理賠款或債務人至催收單位清償之款項，下列敘述何者正確？","(1)均應先存入「NPL控管專戶」","(2)應於次一營業日即請轉案件繫屬單位","(3)案件繫屬單位應於接到請轉款項後二個營業日內完成收回交易","(4)因特殊因素考量即可暫緩沖帳"
"787","3","依金融監督管理委員會之規定，信用卡當期應繳最低付款金額超過指定繳款期限多久未繳者，應於3個月內將全部墊款金額轉銷為呆帳？","(1)3個月","(2)4個月","(3)6個月","(4)9個月"
"788","1","本行因授信所徵提之票據到期不獲兌現且借戶無法以現金贖回、換票或提出本行認可之其他還款方式之逾期案件應辦理何種移交？","(1)提前移交","(2)屆期移交","(3)暫緩移交","(4)毋庸辦理移交"
"789","2","催收案件經強制執行後，所得之數額不足清償且債務人無可供執行之財產時，應向法院聲請核發何種文書？","(1)得逕受強制執行之公證書","(2)民事執行處核發之債權憑證","(3)全部勝訴確定判決","(4)民事執行處成立之和解筆錄"
"790","4","下列何者無需辦理提前移交？","(1)已聲請法院採取保全措施之案件","(2)因授信所徵提之票據到期不獲兌現且借戶無法以現金贖回、換票或提出本行認可之其他還款方式之逾期案件","(3)擬對借保戶主張加速到期之案件","(4)習慣性延滯之案件"
"791","1","企金AO應就填報速報單案件，自逾期日起算幾日內做第1次之拜訪，親自訪問實際經營者並於e-Loan系統作成洽談紀錄表？","(1)15日","(2)20日","(3)25日","(4)30日"
"792","3","逾期案件申請辦理「暫緩接管」作業，其暫緩移交之期限，自逾期屆滿3個月之次月起算，最長以幾個月為限？","(1)1個月","(2)2個月","(3)3個月","(4)4個月"
"793","1","對於98年7月10日本行信用卡定型化契約修正前，須負擔正卡持卡人應付帳款連帶清償責任之附卡持卡人，除已償還或達成協議外，若屬經濟弱勢族群，應予免除其連帶清償責任，下列何者非屬之？","(1)離婚","(2)單親","(3)重大傷病","(4)失業"
"794","2","逾期放款及催收款應扣除估計可收回部分後轉銷為呆帳之情況，下列何者不屬之？","(1)債務人解散致債權之全部或一部不能收回者","(2)逾期放款及催收款逾清償期一年經催收仍未收回","(3)擔保品及主、從債務人之財產經多次減價拍賣無人應買，而銀行亦無承受實益者","(4)逾期放款及催收款逾清償期二年經催收仍未收回"
"795","2","分行遇有借保戶來行詢問催收款項/呆帳案件帳務內容時，下列敘述何者錯誤？","(1)應先確認借保戶身分","(2)逕行將催收款項/呆帳帳面金額告知借保戶","(3)電請接管該案之LO就借保戶查詢事項逐一說明","(4)操作L0508或Z0508交易，查明對外債權餘額後告知借保戶"
"796","1","依本行「辦理不良授信資產擔保品重新鑑估作業規範」，下列何者應逐年辦理不動產擔保品之不良債權重新鑑估作業？","(1)授信戶有任一筆借款列為甲乙類逾期放款者","(2)本行為參貸行之聯貸案件","(3)授信戶已全數轉銷呆帳者","(4)授信戶係列報為乙類逾期放款第7項之921受災戶，且依約繳納本息中"
"797","2","逾期放款案件若擬於批次轉列催收款項作業屆期之前自行提早辦理轉列，其帳欠總餘額達多少金額以上，應填列各項申請書傳送至債權管理處備查後辦理？","(1)3千萬元","(2)5千萬元","(3)1億元","(4)2億元"
"798","2","就擬主張加速到期之案件，分行應自簡復函通知催收單位之日起幾日內，將案件移交催收單位？","(1)3個營業日","(2)5個營業日","(3)5個日曆日","(4)7個日曆日"
"799","4","經得標或承受之不動產，案件繫屬分行應於何時填報「承受擔保品管理明細表」傳送債權管理處，且每半年(1、7月)應檢附承受擔保品之現況照片？","(1)每月10日前","(2)每月15日前","(3)每季15日前","(4)每季10日前"
